,Country_Region,Date,Cases,Cases_per_Million,case_delta_days,case_percentage_x_days_increase
5,North Macedonia,12/27/20,81721,39223.71402556998,4939,0.06236898598307867
6,North Macedonia,12/28/20,81804,39263.55162256613,4939,0.06236898598307867
7,North Macedonia,12/29/20,82301,39502.097233494875,4939,0.06236898598307867
8,North Macedonia,12/30/20,82794,39738.72296023104,4939,0.06236898598307867
9,North Macedonia,12/31/20,83329,39995.50747098935,4939,0.06236898598307867
10,North Macedonia,1/1/21,83743,40194.21548492195,4939,0.06236898598307867
11,North Macedonia,1/2/21,83789,40216.29415313668,4939,0.06236898598307867
12,North Macedonia,1/3/21,84024,40329.08734945108,4939,0.06236898598307867
13,North Macedonia,1/4/21,84129,40379.48430950645,4939,0.06236898598307867
0,Norway,12/22/20,44932,8401.808860905297,6313,0.14050120181607764
1,Norway,12/23/20,45455,8499.604330375907,6313,0.14050120181607764
2,Norway,12/24/20,45931,8588.61129685394,6313,0.14050120181607764
3,Norway,12/25/20,46248,8647.886944697502,6313,0.14050120181607764
4,Norway,12/26/20,46678,8728.29239760833,6313,0.14050120181607764
5,Norway,12/27/20,47059,8799.53536867583,6313,0.14050120181607764
6,Norway,12/28/20,47585,8897.891806422562,6313,0.14050120181607764
7,Norway,12/29/20,48278,9027.475478206756,6313,0.14050120181607764
8,Norway,12/30/20,49010,9164.351737580535,6313,0.14050120181607764
9,Norway,12/31/20,49567,9268.504847513863,6313,0.14050120181607764
10,Norway,1/1/21,49803,9312.63435190213,6313,0.14050120181607764
11,Norway,1/2/21,50266,9399.2104558503,6313,0.14050120181607764
12,Norway,1/3/21,50716,9483.355697268607,6313,0.14050120181607764
13,Norway,1/4/21,51245,9582.273103291462,6313,0.14050120181607764
0,Oman,12/22/20,128143,25757.45941797625,1441,0.011245249447882444
1,Oman,12/23/20,128236,25776.152937917814,1441,0.011245249447882444
2,Oman,12/24/20,128290,25787.007239819366,1441,0.011245249447882444
3,Oman,12/25/20,128290,25787.007239819366,1441,0.011245249447882444
4,Oman,12/26/20,128290,25787.007239819366,1441,0.011245249447882444
5,Oman,12/27/20,128472,25823.590257339416,1441,0.011245249447882444
6,Oman,12/28/20,128563,25841.88176609944,1441,0.011245249447882444
7,Oman,12/29/20,128633,25855.952157453306,1441,0.011245249447882444
8,Oman,12/30/20,128719,25873.23863825948,1441,0.011245249447882444
9,Oman,12/31/20,128867,25902.987465693368,1441,0.011245249447882444
10,Oman,1/1/21,128867,25902.987465693368,1441,0.011245249447882444
11,Oman,1/2/21,128867,25902.987465693368,1441,0.011245249447882444
12,Oman,1/3/21,129404,26010.92746793659,1441,0.011245249447882444
13,Oman,1/4/21,129584,26047.1084742751,1441,0.011245249447882444
0,Pakistan,12/22/20,462814,2137.0642551361802,27662,0.059769151322129406
1,Pakistan,12/23/20,465070,2147.481435600875,27662,0.059769151322129406
2,Pakistan,12/24/20,467222,2157.4183914342184,27662,0.059769151322129406
3,Pakistan,12/25/20,469482,2167.8540420770423,27662,0.059769151322129406
4,Pakistan,12/26/20,471335,2176.4103520952513,27662,0.059769151322129406
5,Pakistan,12/27/20,473309,2185.525385001859,27662,0.059769151322129406
6,Pakistan,12/28/20,475085,2193.7261440910866,27662,0.059769151322129406
7,Pakistan,12/29/20,477240,2203.676952558027,27662,0.059769151322129406
8,Pakistan,12/30/20,479715,2215.1053752752787,27662,0.059769151322129406
9,Pakistan,12/31/20,482178,2226.4783874581435,27662,0.059769151322129406
10,Pakistan,1/1/21,484362,2236.563104716518,27662,0.059769151322129406
11,Pakistan,1/2/21,486634,2247.054165893728,27662,0.059769151322129406
12,Pakistan,1/3/21,488529,2255.8044127822905,27662,0.059769151322129406
13,Pakistan,1/4/21,490476,2264.7947719865283,27662,0.059769151322129406
0,Panama,12/22/20,217202,51149.20996157016,39028,0.1796852699330577
1,Panama,12/23/20,220261,51869.57825133012,39028,0.1796852699330577
2,Panama,12/24/20,223674,52673.31050793383,39028,0.1796852699330577
3,Panama,12/25/20,226660,53376.48792317516,39028,0.1796852699330577
4,Panama,12/26/20,228724,53862.54223833193,39028,0.1796852699330577
5,Panama,12/27/20,231357,54482.59117816128,39028,0.1796852699330577
6,Panama,12/28/20,233705,55035.52505993846,39028,0.1796852699330577
7,Panama,12/29/20,238279,56112.66286881785,39028,0.1796852699330577
8,Panama,12/30/20,242744,57164.13211163519,39028,0.1796852699330577
9,Panama,12/31/20,246790,58116.93044454425,39028,0.1796852699330577
10,Panama,1/1/21,249733,58809.98172821981,39028,0.1796852699330577
11,Panama,1/2/21,251764,59288.26482612844,39028,0.1796852699330577
12,Panama,1/3/21,253736,59752.65392956311,39028,0.1796852699330577
13,Panama,1/4/21,256230,60339.96956037753,39028,0.1796852699330577
0,Papua New Guinea,12/22/20,761,86.7126878209922,38,0.04993429697766097
1,Papua New Guinea,12/23/20,761,86.7126878209922,38,0.04993429697766097
2,Papua New Guinea,12/24/20,780,88.87765637368452,38,0.04993429697766097
3,Papua New Guinea,12/25/20,780,88.87765637368452,38,0.04993429697766097
4,Papua New Guinea,12/26/20,780,88.87765637368452,38,0.04993429697766097
5,Papua New Guinea,12/27/20,780,88.87765637368452,38,0.04993429697766097
6,Papua New Guinea,12/28/20,780,88.87765637368452,38,0.04993429697766097
7,Papua New Guinea,12/29/20,780,88.87765637368452,38,0.04993429697766097
8,Papua New Guinea,12/30/20,780,88.87765637368452,38,0.04993429697766097
9,Papua New Guinea,12/31/20,780,88.87765637368452,38,0.04993429697766097
10,Papua New Guinea,1/1/21,780,88.87765637368452,38,0.04993429697766097
11,Papua New Guinea,1/2/21,780,88.87765637368452,38,0.04993429697766097
12,Papua New Guinea,1/3/21,799,91.04262492637683,38,0.04993429697766097
13,Papua New Guinea,1/4/21,799,91.04262492637683,38,0.04993429697766097
0,Paraguay,12/22/20,101544,14414.371445167642,8293,0.08166903017411171
1,Paraguay,12/23/20,102371,14531.7657292726,8293,0.08166903017411171
2,Paraguay,12/24/20,103329,14667.755722226102,8293,0.08166903017411171
3,Paraguay,12/25/20,103888,14747.106876778304,8293,0.08166903017411171
4,Paraguay,12/26/20,104162,14786.001718186717,8293,0.08166903017411171
5,Paraguay,12/27/20,104422,14822.909231931928,8293,0.08166903017411171
6,Paraguay,12/28/20,105374,14958.047513029773,8293,0.08166903017411171
7,Paraguay,12/29/20,106136,15066.214918698426,8293,0.08166903017411171
8,Paraguay,12/30/20,106958,15182.899442923666,8293,0.08166903017411171
9,Paraguay,12/31/20,107932,15321.16066749226,8293,0.08166903017411171
10,Paraguay,1/1/21,108349,15380.354641460539,8293,0.08166903017411171
11,Paraguay,1/2/21,108718,15432.734920583549,8293,0.08166903017411171
12,Paraguay,1/3/21,109073,15483.127872043355,8293,0.08166903017411171
13,Paraguay,1/4/21,109837,15591.579181663894,8293,0.08166903017411171
0,Peru,12/22/20,998475,30712.42962994087,21000,0.021032073912716893
1,Peru,12/23/20,1000153,30764.04379846691,21000,0.021032073912716893
2,Peru,12/24/20,1000153,30764.04379846691,21000,0.021032073912716893
3,Peru,12/25/20,1003982,30881.82130221317,21000,0.021032073912716893
4,Peru,12/26/20,1005546,30929.928906250556,21000,0.021032073912716893
5,Peru,12/27/20,1005546,30929.928906250556,21000,0.021032073912716893
6,Peru,12/28/20,1007657,30994.861867965974,21000,0.021032073912716893
7,Peru,12/29/20,1008908,31033.34179932836,21000,0.021032073912716893
8,Peru,12/30/20,1010496,31082.18762746862,21000,0.021032073912716893
9,Peru,12/31/20,1015137,31224.94171336216,21000,0.021032073912716893
10,Peru,1/1/21,1015137,31224.94171336216,21000,0.021032073912716893
11,Peru,1/2/21,1015137,31224.94171336216,21000,0.021032073912716893
12,Peru,1/3/21,1018099,31316.050871392043,21000,0.021032073912716893
13,Peru,1/4/21,1019475,31358.375719956905,21000,0.021032073912716893
0,Philippines,12/22/20,462815,4280.701906917822,15946,0.03445437161716885
1,Philippines,12/23/20,464004,4291.699291547372,15946,0.03445437161716885
2,Philippines,12/24/20,465724,4307.608039707866,15946,0.03445437161716885
3,Philippines,12/25/20,467601,4324.968923601613,15946,0.03445437161716885
4,Philippines,12/26/20,469005,4337.954901751225,15946,0.03445437161716885
5,Philippines,12/27/20,469886,4346.103510547385,15946,0.03445437161716885
6,Philippines,12/28/20,470650,4353.169954497743,15946,0.03445437161716885
7,Philippines,12/29/20,471526,4361.272316932971,15946,0.03445437161716885
8,Philippines,12/30/20,472532,4370.577084752423,15946,0.03445437161716885
9,Philippines,12/31/20,474064,4384.746969741885,15946,0.03445437161716885
10,Philippines,1/1/21,475820,4400.988691701086,15946,0.03445437161716885
11,Philippines,1/2/21,476916,4411.1258940173075,15946,0.03445437161716885
12,Philippines,1/3/21,477807,4419.36699553533,15946,0.03445437161716885
13,Philippines,1/4/21,478761,4428.190801201092,15946,0.03445437161716885
0,Poland,12/22/20,1214525,31985.70040816021,108422,0.08927111422160927
1,Poland,12/23/20,1226883,32311.1603909881,108422,0.08927111422160927
2,Poland,12/24/20,1239998,32656.55670712241,108422,0.08927111422160927
3,Poland,12/25/20,1249079,32895.71369887351,108422,0.08927111422160927
4,Poland,12/26/20,1253957,33024.18058641473,108422,0.08927111422160927
5,Poland,12/27/20,1257799,33125.363403539246,108422,0.08927111422160927
6,Poland,12/28/20,1261010,33209.92822024586,108422,0.08927111422160927
7,Poland,12/29/20,1268634,33410.71369597655,108422,0.08927111422160927
8,Poland,12/30/20,1281414,33747.28746038345,108422,0.08927111422160927
9,Poland,12/31/20,1294878,34101.87503189945,108422,0.08927111422160927
10,Poland,1/1/21,1305774,34388.8318188304,108422,0.08927111422160927
11,Poland,1/2/21,1312780,34573.34166182216,108422,0.08927111422160927
12,Poland,1/3/21,1318562,34725.61627103974,108422,0.08927111422160927
13,Poland,1/4/21,1322947,34841.099522755256,108422,0.08927111422160927
0,Portugal,12/22/20,378656,36872.20024272069,52967,0.1398815811713006
1,Portugal,12/23/20,383258,37320.3269474791,52967,0.1398815811713006
2,Portugal,12/24/20,387636,37746.641313718195,52967,0.1398815811713006
3,Portugal,12/25/20,391782,38150.364329348005,52967,0.1398815811713006
4,Portugal,12/26/20,392996,38268.57941400178,52967,0.1398815811713006
5,Portugal,12/27/20,394573,38422.14217223821,52967,0.1398815811713006
6,Portugal,12/28/20,396666,38625.95121027805,52967,0.1398815811713006
7,Portugal,12/29/20,400002,38950.799251797835,52967,0.1398815811713006
8,Portugal,12/30/20,406051,39539.829768330565,52967,0.1398815811713006
9,Portugal,12/31/20,413678,40282.52041961096,52967,0.1398815811713006
10,Portugal,1/1/21,420629,40959.384549288436,52967,0.1398815811713006
11,Portugal,1/2/21,423870,41274.98182223976,52967,0.1398815811713006
12,Portugal,1/3/21,427254,41604.5039362994,52967,0.1398815811713006
13,Portugal,1/4/21,431623,42029.94191393728,52967,0.1398815811713006
0,Qatar,12/22/20,142308,50248.811203972225,2336,0.0164150996430278
1,Qatar,12/23/20,142448,50298.245062705086,2336,0.0164150996430278
2,Qatar,12/24/20,142605,50353.68160428408,2336,0.0164150996430278
3,Qatar,12/25/20,142734,50399.231374116505,2336,0.0164150996430278
4,Qatar,12/26/20,142903,50458.90510358689,2336,0.0164150996430278
5,Qatar,12/27/20,143062,50515.04784314778,2336,0.0164150996430278
6,Qatar,12/28/20,143222,50571.54368169962,2336,0.0164150996430278
7,Qatar,12/29/20,143428,50644.28207383512,2336,0.0164150996430278
8,Qatar,12/30/20,143621,50712.43017908828,2336,0.0164150996430278
9,Qatar,12/31/20,143834,50787.64026416042,2336,0.0164150996430278
10,Qatar,1/1/21,144042,50861.08485427781,2336,0.0164150996430278
11,Qatar,1/2/21,144240,50930.99845448572,2336,0.0164150996430278
12,Qatar,1/3/21,144437,51000.558955702676,2336,0.0164150996430278
13,Qatar,1/4/21,144644,51073.65044682912,2336,0.0164150996430278
0,Romania,12/22/20,598792,30934.861099171423,44767,0.07476218787158145
1,Romania,12/23/20,604251,31216.884584355554,44767,0.07476218787158145
2,Romania,12/24/20,608561,31439.548299531158,44767,0.07476218787158145
3,Romania,12/25/20,612373,31636.484281491572,44767,0.07476218787158145
4,Romania,12/26/20,613760,31708.13963484391,44767,0.07476218787158145
5,Romania,12/27/20,615809,31813.995308253376,44767,0.07476218787158145
6,Romania,12/28/20,618429,31949.350049264995,44767,0.07476218787158145
7,Romania,12/29/20,623066,32188.907276009602,44767,0.07476218787158145
8,Romania,12/30/20,627941,32440.760086098016,44767,0.07476218787158145
9,Romania,12/31/20,632263,32664.043746652296,44767,0.07476218787158145
10,Romania,1/1/21,636201,32867.48915508884,44767,0.07476218787158145
11,Romania,1/2/21,637395,32929.17372026742,44767,0.07476218787158145
12,Romania,1/3/21,640429,33085.91657684347,44767,0.07476218787158145
13,Romania,1/4/21,643559,33247.61899644895,44767,0.07476218787158145
0,Russia,12/22/20,2878382,19937.04732657547,348376,0.12103188527443542
1,Russia,12/23/20,2905196,20122.77388650212,348376,0.12103188527443542
2,Russia,12/24/20,2934695,20327.098037739397,348376,0.12103188527443542
3,Russia,12/25/20,2963290,20525.160653578234,348376,0.12103188527443542
4,Russia,12/26/20,2992123,20724.87177099321,348376,0.12103188527443542
5,Russia,12/27/20,3019972,20917.767234832892,348376,0.12103188527443542
6,Russia,12/28/20,3047335,21107.296430748196,348376,0.12103188527443542
7,Russia,12/29/20,3073923,21291.45760682524,348376,0.12103188527443542
8,Russia,12/30/20,3100018,21472.204029637425,348376,0.12103188527443542
9,Russia,12/31/20,3127347,21661.49772532757,348376,0.12103188527443542
10,Russia,1/1/21,3153960,21845.832063334878,348376,0.12103188527443542
11,Russia,1/2/21,3179898,22025.491029224988,348376,0.12103188527443542
12,Russia,1/3/21,3203743,22190.652878313187,348376,0.12103188527443542
13,Russia,1/4/21,3226758,22350.065751316542,348376,0.12103188527443542
0,Rwanda,12/22/20,7511,594.8388169748039,1337,0.17800559179869524
1,Rwanda,12/23/20,7598,601.7288418818479,1337,0.17800559179869524
2,Rwanda,12/24/20,7670,607.4309314600913,1337,0.17800559179869524
3,Rwanda,12/25/20,7743,613.2122167269214,1337,0.17800559179869524
4,Rwanda,12/26/20,7817,619.0726976823381,1337,0.17800559179869524
5,Rwanda,12/27/20,7970,631.1896380361053,1337,0.17800559179869524
6,Rwanda,12/28/20,8021,635.2286181540277,1337,0.17800559179869524
7,Rwanda,12/29/20,8128,643.702556832806,1337,0.17800559179869524
8,Rwanda,12/30/20,8250,653.364430840385,1337,0.17800559179869524
9,Rwanda,12/31/20,8383,663.8974574224179,1337,0.17800559179869524
10,Rwanda,1/1/21,8460,669.9955254435948,1337,0.17800559179869524
11,Rwanda,1/2/21,8567,678.4694641223731,1337,0.17800559179869524
12,Rwanda,1/3/21,8676,687.1017941783249,1337,0.17800559179869524
13,Rwanda,1/4/21,8848,700.7234526152396,1337,0.17800559179869524
0,Saint Kitts and Nevis,12/22/20,30,567.8161789756596,3,0.1
1,Saint Kitts and Nevis,12/23/20,30,567.8161789756596,3,0.1
2,Saint Kitts and Nevis,12/24/20,30,567.8161789756596,3,0.1
3,Saint Kitts and Nevis,12/25/20,30,567.8161789756596,3,0.1
4,Saint Kitts and Nevis,12/26/20,30,567.8161789756596,3,0.1
5,Saint Kitts and Nevis,12/27/20,32,605.6705909073703,3,0.1
6,Saint Kitts and Nevis,12/28/20,32,605.6705909073703,3,0.1
7,Saint Kitts and Nevis,12/29/20,32,605.6705909073703,3,0.1
8,Saint Kitts and Nevis,12/30/20,32,605.6705909073703,3,0.1
9,Saint Kitts and Nevis,12/31/20,32,605.6705909073703,3,0.1
10,Saint Kitts and Nevis,1/1/21,32,605.6705909073703,3,0.1
11,Saint Kitts and Nevis,1/2/21,33,624.5977968732255,3,0.1
12,Saint Kitts and Nevis,1/3/21,33,624.5977968732255,3,0.1
13,Saint Kitts and Nevis,1/4/21,33,624.5977968732255,3,0.1
0,Saint Lucia,12/22/20,303,1657.6399146561628,57,0.18811881188118812
1,Saint Lucia,12/23/20,305,1668.5814322446522,57,0.18811881188118812
2,Saint Lucia,12/24/20,305,1668.5814322446522,57,0.18811881188118812
3,Saint Lucia,12/25/20,305,1668.5814322446522,57,0.18811881188118812
4,Saint Lucia,12/26/20,305,1668.5814322446522,57,0.18811881188118812
5,Saint Lucia,12/27/20,305,1668.5814322446522,57,0.18811881188118812
6,Saint Lucia,12/28/20,331,1810.821160895016,57,0.18811881188118812
7,Saint Lucia,12/29/20,331,1810.821160895016,57,0.18811881188118812
8,Saint Lucia,12/30/20,340,1860.057990043219,57,0.18811881188118812
9,Saint Lucia,12/31/20,353,1931.1778543684009,57,0.18811881188118812
10,Saint Lucia,1/1/21,353,1931.1778543684009,57,0.18811881188118812
11,Saint Lucia,1/2/21,353,1931.1778543684009,57,0.18811881188118812
12,Saint Lucia,1/3/21,353,1931.1778543684009,57,0.18811881188118812
13,Saint Lucia,1/4/21,360,1969.4731659281142,57,0.18811881188118812
0,Saint Vincent and the Grenadines,12/22/20,107,967.5465010082377,17,0.1588785046728972
1,Saint Vincent and the Grenadines,12/23/20,108,976.588991671866,17,0.1588785046728972
2,Saint Vincent and the Grenadines,12/24/20,108,976.588991671866,17,0.1588785046728972
3,Saint Vincent and the Grenadines,12/25/20,108,976.588991671866,17,0.1588785046728972
4,Saint Vincent and the Grenadines,12/26/20,109,985.6314823354944,17,0.1588785046728972
5,Saint Vincent and the Grenadines,12/27/20,109,985.6314823354944,17,0.1588785046728972
6,Saint Vincent and the Grenadines,12/28/20,109,985.6314823354944,17,0.1588785046728972
7,Saint Vincent and the Grenadines,12/29/20,113,1021.801444990008,17,0.1588785046728972
8,Saint Vincent and the Grenadines,12/30/20,115,1039.8864263172647,17,0.1588785046728972
9,Saint Vincent and the Grenadines,12/31/20,121,1094.141370299035,17,0.1588785046728972
10,Saint Vincent and the Grenadines,1/1/21,121,1094.141370299035,17,0.1588785046728972
11,Saint Vincent and the Grenadines,1/2/21,122,1103.1838609626634,17,0.1588785046728972
12,Saint Vincent and the Grenadines,1/3/21,124,1121.2688422899203,17,0.1588785046728972
13,Saint Vincent and the Grenadines,1/4/21,124,1121.2688422899203,17,0.1588785046728972
0,Samoa,12/22/20,2,,0,0.0
1,Samoa,12/23/20,2,,0,0.0
2,Samoa,12/24/20,2,,0,0.0
3,Samoa,12/25/20,2,,0,0.0
4,Samoa,12/26/20,2,,0,0.0
5,Samoa,12/27/20,2,,0,0.0
6,Samoa,12/28/20,2,,0,0.0
7,Samoa,12/29/20,2,,0,0.0
8,Samoa,12/30/20,2,,0,0.0
9,Samoa,12/31/20,2,,0,0.0
10,Samoa,1/1/21,2,,0,0.0
11,Samoa,1/2/21,2,,0,0.0
12,Samoa,1/3/21,2,,0,0.0
13,Samoa,1/4/21,2,,0,0.0
0,San Marino,12/22/20,2176,64264.61901949203,317,0.14568014705882354
1,San Marino,12/23/20,2205,65121.08682811577,317,0.14568014705882354
2,San Marino,12/24/20,2231,65888.95451860603,317,0.14568014705882354
3,San Marino,12/25/20,2231,65888.95451860603,317,0.14568014705882354
4,San Marino,12/26/20,2231,65888.95451860603,317,0.14568014705882354
5,San Marino,12/27/20,2231,65888.95451860603,317,0.14568014705882354
6,San Marino,12/28/20,2275,67188.42291789722,317,0.14568014705882354
7,San Marino,12/29/20,2333,68901.35853514471,317,0.14568014705882354
8,San Marino,12/30/20,2384,70407.56054341406,317,0.14568014705882354
9,San Marino,12/31/20,2428,71707.02894270525,317,0.14568014705882354
10,San Marino,1/1/21,2428,71707.02894270525,317,0.14568014705882354
11,San Marino,1/2/21,2428,71707.02894270525,317,0.14568014705882354
12,San Marino,1/3/21,2428,71707.02894270525,317,0.14568014705882354
13,San Marino,1/4/21,2493,73626.69816893089,317,0.14568014705882354
0,Sao Tome and Principe,12/22/20,1012,4705.751060188974,12,0.011857707509881422
1,Sao Tome and Principe,12/23/20,1012,4705.751060188974,12,0.011857707509881422
2,Sao Tome and Principe,12/24/20,1012,4705.751060188974,12,0.011857707509881422
3,Sao Tome and Principe,12/25/20,1014,4715.05096346998,12,0.011857707509881422
4,Sao Tome and Principe,12/26/20,1014,4715.05096346998,12,0.011857707509881422
5,Sao Tome and Principe,12/27/20,1014,4715.05096346998,12,0.011857707509881422
6,Sao Tome and Principe,12/28/20,1014,4715.05096346998,12,0.011857707509881422
7,Sao Tome and Principe,12/29/20,1014,4715.05096346998,12,0.011857707509881422
8,Sao Tome and Principe,12/30/20,1014,4715.05096346998,12,0.011857707509881422
9,Sao Tome and Principe,12/31/20,1014,4715.05096346998,12,0.011857707509881422
10,Sao Tome and Principe,1/1/21,1022,4752.250576594003,12,0.011857707509881422
11,Sao Tome and Principe,1/2/21,1024,4761.550479875009,12,0.011857707509881422
12,Sao Tome and Principe,1/3/21,1024,4761.550479875009,12,0.011857707509881422
13,Sao Tome and Principe,1/4/21,1024,4761.550479875009,12,0.011857707509881422
0,Saudi Arabia,12/22/20,361359,10544.92331856215,1796,0.004970126660744578
1,Saudi Arabia,12/23/20,361536,10550.08840764914,1796,0.004970126660744578
2,Saudi Arabia,12/24/20,361725,10555.60367226745,1796,0.004970126660744578
3,Saudi Arabia,12/25/20,361903,10560.797942648718,1796,0.004970126660744578
4,Saudi Arabia,12/26/20,362066,10565.554493615831,1796,0.004970126660744578
5,Saudi Arabia,12/27/20,362220,10570.048412934457,1796,0.004970126660744578
6,Saudi Arabia,12/28/20,362339,10573.520986953392,1796,0.004970126660744578
7,Saudi Arabia,12/29/20,362488,10577.868999800632,1796,0.004970126660744578
8,Saudi Arabia,12/30/20,362601,10581.166486053908,1796,0.004970126660744578
9,Saudi Arabia,12/31/20,362741,10585.251867252657,1796,0.004970126660744578
10,Saudi Arabia,1/1/21,362878,10589.249704568576,1796,0.004970126660744578
11,Saudi Arabia,1/2/21,362979,10592.19701529053,1796,0.004970126660744578
12,Saudi Arabia,1/3/21,363061,10594.589881421227,1796,0.004970126660744578
13,Saudi Arabia,1/4/21,363155,10597.332923083242,1796,0.004970126660744578
0,Senegal,12/22/20,17945,1101.1658797017542,1858,0.10353859013652827
1,Senegal,12/23/20,18043,1107.1794910815688,1858,0.10353859013652827
2,Senegal,12/24/20,18200,1116.8135419655575,1858,0.10353859013652827
3,Senegal,12/25/20,18369,1127.1839534266662,1858,0.10353859013652827
4,Senegal,12/26/20,18523,1136.6339141663748,1858,0.10353859013652827
5,Senegal,12/27/20,18609,1141.9111649690692,1858,0.10353859013652827
6,Senegal,12/28/20,18728,1149.2134073588438,1858,0.10353859013652827
7,Senegal,12/29/20,18806,1153.9997511101249,1858,0.10353859013652827
8,Senegal,12/30/20,18945,1162.5292611284333,1858,0.10353859013652827
9,Senegal,12/31/20,19140,1174.4951205066357,1858,0.10353859013652827
10,Senegal,1/1/21,19364,1188.2405179462119,1858,0.10353859013652827
11,Senegal,1/2/21,19511,1197.2609350159337,1858,0.10353859013652827
12,Senegal,1/3/21,19697,1208.6745239612958,1858,0.10353859013652827
13,Senegal,1/4/21,19803,1215.1790423925238,1858,0.10353859013652827
0,Serbia,12/22/20,307827,44323.70166919247,38758,0.1259083836050769
1,Serbia,12/23/20,312253,44960.996979830736,38758,0.1259083836050769
2,Serbia,12/24/20,316344,45550.05597572345,38758,0.1259083836050769
3,Serbia,12/25/20,320167,46100.525919819724,38758,0.1259083836050769
4,Serbia,12/26/20,323367,46561.29071738919,38758,0.1259083836050769
5,Serbia,12/27/20,326060,46949.05309234374,38758,0.1259083836050769
6,Serbia,12/28/20,328619,47317.52094140008,38758,0.1259083836050769
7,Serbia,12/29/20,331755,47769.07044301815,38758,0.1259083836050769
8,Serbia,12/30/20,334991,48235.018844560276,38758,0.1259083836050769
9,Serbia,12/31/20,337923,48657.194590333296,38758,0.1259083836050769
10,Serbia,1/1/21,339997,48955.82777475801,38758,0.1259083836050769
11,Serbia,1/2/21,341904,49230.41479630956,38758,0.1259083836050769
12,Serbia,1/3/21,343870,49513.4971688163,38758,0.1259083836050769
13,Serbia,1/4/21,346585,49904.42730175414,38758,0.1259083836050769
0,Seychelles,12/22/20,205,2099.8719590268884,108,0.526829268292683
1,Seychelles,12/23/20,205,2099.8719590268884,108,0.526829268292683
2,Seychelles,12/24/20,205,2099.8719590268884,108,0.526829268292683
3,Seychelles,12/25/20,205,2099.8719590268884,108,0.526829268292683
4,Seychelles,12/26/20,205,2099.8719590268884,108,0.526829268292683
5,Seychelles,12/27/20,205,2099.8719590268884,108,0.526829268292683
6,Seychelles,12/28/20,217,2222.7912932138283,108,0.526829268292683
7,Seychelles,12/29/20,217,2222.7912932138283,108,0.526829268292683
8,Seychelles,12/30/20,256,2622.2791293213827,108,0.526829268292683
9,Seychelles,12/31/20,275,2816.901408450704,108,0.526829268292683
10,Seychelles,1/1/21,275,2816.901408450704,108,0.526829268292683
11,Seychelles,1/2/21,285,2919.3341869398205,108,0.526829268292683
12,Seychelles,1/3/21,297,3042.2535211267605,108,0.526829268292683
13,Seychelles,1/4/21,313,3206.145966709347,108,0.526829268292683
0,Sierra Leone,12/22/20,2518,322.2745054372624,155,0.06155679110405084
1,Sierra Leone,12/23/20,2524,323.04243515633453,155,0.06155679110405084
2,Sierra Leone,12/24/20,2531,323.93835316191866,155,0.06155679110405084
3,Sierra Leone,12/25/20,2549,326.242142319135,155,0.06155679110405084
4,Sierra Leone,12/26/20,2549,326.242142319135,155,0.06155679110405084
5,Sierra Leone,12/27/20,2560,327.6500134707672,155,0.06155679110405084
6,Sierra Leone,12/28/20,2560,327.6500134707672,155,0.06155679110405084
7,Sierra Leone,12/29/20,2569,328.80190804937536,155,0.06155679110405084
8,Sierra Leone,12/30/20,2583,330.5937440605436,155,0.06155679110405084
9,Sierra Leone,12/31/20,2611,334.1774160828801,155,0.06155679110405084
10,Sierra Leone,1/1/21,2635,337.24913495916854,155,0.06155679110405084
11,Sierra Leone,1/2/21,2646,338.65700611080075,155,0.06155679110405084
12,Sierra Leone,1/3/21,2673,342.11268984662524,155,0.06155679110405084
13,Sierra Leone,1/4/21,2673,342.11268984662524,155,0.06155679110405084
0,Singapore,12/22/20,58461,10249.897914796858,260,0.004447409384033801
1,Singapore,12/23/20,58482,10253.579819933799,260,0.004447409384033801
2,Singapore,12/24/20,58495,10255.859094542382,260,0.004447409384033801
3,Singapore,12/25/20,58509,10258.31369796701,260,0.004447409384033801
4,Singapore,12/26/20,58519,10260.066986127458,260,0.004447409384033801
5,Singapore,12/27/20,58524,10260.943630207683,260,0.004447409384033801
6,Singapore,12/28/20,58529,10261.820274287906,260,0.004447409384033801
7,Singapore,12/29/20,58542,10264.099548896489,260,0.004447409384033801
8,Singapore,12/30/20,58569,10268.8334269297,260,0.004447409384033801
9,Singapore,12/31/20,58599,10274.093291411045,260,0.004447409384033801
10,Singapore,1/1/21,58629,10279.35315589239,260,0.004447409384033801
11,Singapore,1/2/21,58662,10285.13900682187,260,0.004447409384033801
12,Singapore,1/3/21,58697,10291.275515383439,260,0.004447409384033801
13,Singapore,1/4/21,58721,10295.483406968515,260,0.004447409384033801
0,Slovakia,12/22/20,155218,28459.0983655701,32881,0.21183754461467097
1,Slovakia,12/23/20,158905,29135.106919177648,32881,0.21183754461467097
2,Slovakia,12/24/20,161562,29622.26578192114,32881,0.21183754461467097
3,Slovakia,12/25/20,165608,30364.09670350947,32881,0.21183754461467097
4,Slovakia,12/26/20,166649,30554.963235732266,32881,0.21183754461467097
5,Slovakia,12/27/20,167523,30715.21044914507,32881,0.21183754461467097
6,Slovakia,12/28/20,168092,30819.53615215638,32881,0.21183754461467097
7,Slovakia,12/29/20,170187,31203.652756389583,32881,0.21183754461467097
8,Slovakia,12/30/20,173228,31761.21771747463,32881,0.21183754461467097
9,Slovakia,12/31/20,179543,32919.06800660717,32881,0.21183754461467097
10,Slovakia,1/1/21,184508,33829.3968562577,32881,0.21183754461467097
